Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Clim_ID,time
RADWAY AGCM,53.995,-112.879,AB,17.1,0,NA,29.7,0,6.4,0,,,NA,,,NA,,,,,NA,42.9,13.6,3015346,1498888800.0
RANFURLY AUTO,53.425,-111.726,AB,17.8,1,NA,30.5,1,6.6,0,,,NA,54.0,1,NA,,8,,,NA,33.7,26.9,3015401,1498888800.0
RIBSTONE SOUTH AGCM,52.587,-110.343,AB,18.3,7,NA,32.7,7,4.8,0,,,NA,62.6,7,NA,,6,,,NA,22.2,29.9,3015480,1498888800.0
RIVERCOURSE AGCM,53.019,-110.102,AB,17.7,3,NA,29.9,3,5.6,0,,,NA,93.7,3,NA,,7,,,NA,33.2,23.5,3015501,1498888800.0
ROCKY MTN HOUSE (AUT),52.421,-114.912,AB,15.2,6,NA,30.5,6,1.0,5,,,NA,32.8,9,NA,,4,,,NA,72.6,3.2,3015523,1498888800.0
ROSALIND AGCM,52.780,-112.428,AB,17.4,0,NA,30.2,0,4.3,0,,,NA,44.6,0,NA,,9,,,NA,40.1,21.0,3015600,1498888800.0
ST. LINA AGCM,54.282,-111.453,AB,17.3,3,NA,28.4,3,6.2,0,,,NA,97.8,3,NA,,9,,,NA,35.9,15.4,3015673,1498888800.0
ST. PAUL AGCM,54.011,-111.272,AB,17.6,6,NA,28.4,6,6.8,5,,,NA,99.9,8,NA,,11,,,NA,31.8,20.6,3015676,1498888800.0
SEDALIA AGCM,51.590,-110.755,AB,19.9,0,NA,36.7,0,4.5,0,,,NA,22.5,0,NA,,3,,,NA,13.6,72.1,3015797,1498888800.0
SHONTS AGCM,53.333,-112.539,AB,16.8,0,NA,30.2,0,5.1,0,,,NA,45.4,0,NA,,12,,,NA,48.9,12.8,3015900,1498888800.0
SMOKY LAKE AGDM,54.278,-112.499,AB,16.9,0,NA,29.3,0,6.1,0,,,NA,91.5,0,NA,,9,,,NA,50.6,15.4,3016022,1498888800.0
SPONDIN AGCM,51.816,-111.683,AB,19.0,0,NA,36.0,0,4.0,0,,,NA,4.8,24,NA,,3,,,NA,21.7,51.5,3016070,1498888800.0
STETTLER AGDM,52.347,-112.596,AB,17.5,2,NA,31.3,2,5.2,0,,,NA,43.3,4,NA,,5,,,NA,39.7,26.6,3016124,1498888800.0
THORSBY AGCM,53.217,-113.895,AB,16.5,7,NA,28.6,5,6.1,2,,,NA,96.7,7,NA,,11,,,NA,44.2,9.2,3016441,1498888800.0
TOMAHAWK AGDM,53.439,-114.718,AB,16.4,0,NA,28.5,0,4.6,0,,,NA,88.3,0,NA,,11,,,NA,58.6,9.7,3016505,1498888800.0
TULLIBY LAKE AGCM,53.664,-110.081,AB,18.0,21,NA,29.4,17,5.6,16,,,NA,6.9,22,NA,,1,,,NA,9.0,8.8,3016593,1498888800.0
UNCAS,53.500,-113.033,AB,,,NA,,,,,0.0,0,NA,71.6,0,NA,0.0,10,,,NA,,,3016650,1498888800.0
TWO HILLS AGDM,53.625,-111.678,AB,17.3,5,NA,29.0,3,7.3,2,,,NA,45.7,5,NA,,8,,,NA,33.6,14.6,3016655,1498888800.0
VERMILION AGDM,53.344,-110.882,AB,17.5,9,NA,30.4,5,5.6,6,,,NA,48.0,9,NA,,6,,,NA,24.1,13.7,3016802,1498888800.0
VIKING AGCM,53.182,-111.732,AB,17.8,5,NA,31.9,3,7.1,3,,,NA,61.5,5,NA,,8,,,NA,31.2,25.7,3016841,1498888800.0
VILNA AGCM,54.130,-111.921,AB,17.2,3,NA,28.9,2,5.5,1,,,NA,72.6,4,NA,,8,,,NA,38.6,15.1,3016852,1498888800.0
VIOLET GROVE CS,53.144,-115.126,AB,16.3,0,NA,28.8,0,3.5,0,,,NA,63.7,0,NA,,7,,,NA,60.2,8.4,3016860,1498888800.0
VEGREVILLE,53.505,-112.098,AB,17.9,1,1.3,31.1,1,6.0,0,,,NA,46.3,1,NA,,7,,,NA,32.1,29.2,3016GF0,1498888800.0
WETASKIWIN AGCM,52.980,-113.444,AB,16.7,5,NA,30.0,4,4.4,3,,,NA,75.9,7,NA,,6,,,NA,44.1,11.4,3017282,1498888800.0
EDMONTON STONY PLAIN CS,53.547,-114.108,AB,17.5,0,NA,28.0,0,7.6,0,,,NA,51.9,0,NA,,7,,,NA,36.0,21.4,301A001,1498888800.0
ESTHER 1,51.670,-110.206,AB,19.9,0,NA,36.9,0,4.1,0,,,NA,15.3,0,NA,,3,,,NA,10.9,69.6,301B460,1498888800.0
UNIVERSITY OF ALBERTA METABOLIC CENTRE,53.517,-113.533,AB,19.2,0,1.6,30.5,0,9.0,0,0.0,0,NA,79.4,0,79.0,0.0,12,,,NA,16.2,51.9,301FFNJ,1498888800.0
WAINWRIGHT CFB AIRFIELD 21,52.829,-111.096,AB,18.5,0,NA,34.0,0,6.4,0,,,NA,60.7,1,NA,,8,,,NA,26.5,42.1,301S001,1498888800.0
ACADIA VALLEY,51.066,-110.317,AB,20.5,0,NA,35.6,0,5.3,0,,,NA,20.4,0,NA,,3,,,NA,6.7,85.0,3020035,1498888800.0
ATLEE AGCM,50.810,-111.006,AB,21.2,0,NA,36.1,0,6.3,0,,,NA,10.4,0,NA,,3,,,NA,8.5,106.6,3020405,1498888800.0
BEISEKER AGCM,51.379,-113.357,AB,16.8,0,NA,32.4,0,2.0,0,,,NA,73.1,0,NA,,5,,,NA,50.9,15.1,3020610,1498888800.0
BIG VALLEY AGCM,51.998,-112.803,AB,18.8,0,NA,33.8,0,4.5,0,,,NA,17.3,0,NA,,4,,,NA,29.8,53.3,3020679,1498888800.0
CRAIGMYLE AGCM,51.775,-112.252,AB,18.9,0,NA,35.0,0,4.2,0,,,NA,29.1,0,NA,,3,,,NA,26.4,54.6,3021912,1498888800.0
CRAIGMYLE,51.767,-112.283,AB,18.9,2,1.6,35.0,2,3.0,2,0.0,2,NA,18.8,2,NA,0.0,3,,,NA,20.2,45.1,3021940,1498888800.0
DRUMHELLER EAST,51.445,-112.677,AB,20.1,3,NA,35.7,2,7.2,2,,,NA,21.3,3,NA,,5,,,NA,16.4,74.3,30221LG,1498888800.0
HESPERO AGCM,52.310,-114.486,AB,15.9,0,NA,30.1,0,0.9,0,,,NA,56.0,1,NA,,8,,,NA,73.6,7.3,3023200,1498888800.0
HUSSAR AGDM,51.183,-112.500,AB,18.0,2,NA,33.1,2,5.0,0,,,NA,16.4,2,NA,,3,,,NA,35.3,35.1,3023402,1498888800.0
LACOMBE CDA 2,52.449,-113.756,AB,16.9,0,NA,31.4,0,3.8,0,,,NA,39.7,0,NA,,9,,,NA,52.6,19.4,3023722,1498888800.0
LEEDALE AGDM,52.553,-114.473,AB,15.5,17,NA,28.2,17,3.8,8,,,NA,47.3,18,NA,,8,,,NA,38.3,3.6,3023740,1498888800.0
LINDEN AGCM,51.619,-113.656,AB,16.2,0,NA,31.7,0,1.4,0,,,NA,78.4,1,NA,,9,,,NA,65.7,9.1,3023850,1498888800.0
MORRIN AGDM,51.660,-112.675,AB,17.9,2,NA,33.4,2,2.3,0,,,NA,32.8,2,NA,,7,,,NA,39.0,36.7,3024668,1498888800.0
OLDS AGDM,51.759,-114.085,AB,16.9,2,NA,32.2,2,4.0,0,,,NA,38.9,2,NA,,10,,,NA,46.4,15.0,3024925,1498888800.0
OYEN AGDM,51.383,-110.350,AB,19.3,7,NA,35.7,6,3.7,3,,,NA,14.2,9,NA,,3,,,NA,12.9,44.6,3024965,1498888800.0
POLLOCKVILLE AGDM,51.125,-111.705,AB,20.0,4,NA,35.9,4,1.4,0,,,NA,23.1,4,NA,,3,,,NA,19.2,72.1,3025243,1498888800.0
PRENTISS,52.433,-113.600,AB,16.9,2,NA,30.8,2,5.8,0,,,NA,35.0,2,NA,,8,,,NA,47.1,15.0,3025297,1498888800.0
RED DEER REGIONAL A,52.182,-113.894,AB,,,NA,,,,,0.0,0,NA,53.8,0,NA,0.0,11,,,NA,,,3025481,1498888800.0
SCHULER AGDM,50.307,-110.091,AB,20.4,6,NA,35.2,4,4.7,3,,,NA,12.5,7,NA,,3,,,NA,6.3,66.7,3025768,1498888800.0
SIBBALD WESTGARD,51.425,-110.146,AB,20.1,3,NA,37.0,3,4.5,3,0.0,3,NA,16.2,3,NA,0.0,6,,,NA,11.5,71.2,3025928,1498888800.0
THREE HILLS,51.768,-113.206,AB,17.3,14,NA,32.6,13,1.7,1,,,NA,11.5,15,NA,,3,,,NA,20.5,9.2,3026479,1498888800.0
SUNDRE A,51.778,-114.683,AB,16.2,0,NA,32.5,0,0.4,0,,,NA,14.8,0,NA,,6,,,NA,68.2,12.7,3026KNQ,1498888800.0
WIMBORNE AGCM,51.936,-113.591,AB,17.0,0,NA,30.1,0,2.8,0,,,NA,149.3,0,NA,,7,,,NA,43.4,11.2,3027582,1498888800.0
AZURE,50.512,-114.013,AB,18.3,0,NA,33.4,0,2.9,0,,,NA,32.2,15,NA,,4,,,NA,27.1,34.9,3030450,1498888800.0
BARNWELL AGDM,49.800,-112.300,AB,20.3,7,NA,35.8,6,3.6,3,,,NA,2.2,9,NA,,1,,,NA,9.6,64.6,3030525,1498888800.0
BARONS AGCM,50.026,-113.224,AB,19.5,0,NA,36.3,0,3.3,0,,,NA,6.8,0,NA,,1,,,NA,18.4,63.4,3030529,1498888800.0
BASSANO AGCM,50.893,-112.465,AB,19.3,0,NA,35.8,0,3.6,0,,,NA,27.8,0,NA,,4,,,NA,19.7,60.1,3030540,1498888800.0
BLACK DIAMOND,50.707,-114.152,AB,17.5,0,NA,33.2,0,1.8,0,,,NA,9.7,20,NA,,2,,,NA,35.9,21.4,3030680,1498888800.0
BLOOD TRIBE AGDM,49.567,-113.050,AB,19.8,6,NA,35.8,5,2.2,1,,,NA,16.0,26,NA,,1,,,NA,17.0,62.5,3030720,1498888800.0
BOW ISLAND,49.734,-111.450,AB,21.4,0,NA,36.6,0,5.8,0,,,NA,8.6,0,NA,,3,,,NA,6.9,111.1,3030768,1498888800.0
BOW ISLAND IRRIGATION AGDM,49.867,-111.383,AB,21.7,0,NA,36.7,0,5.4,0,,,NA,16.1,2,NA,,3,,,NA,6.6,120.0,3030772,1498888800.0
BROCKET AGDM,49.617,-113.817,AB,19.4,2,NA,34.7,2,4.7,0,,,NA,7.7,2,NA,,2,,,NA,14.1,55.4,3030830,1498888800.0
BROOKS,50.555,-111.849,AB,20.6,0,NA,34.7,0,5.6,0,,,NA,13.2,0,NA,,3,,,NA,9.0,88.8,3030QLP,1498888800.0
CALGARY INTL A,51.123,-114.013,AB,19.4,2,NA,33.0,0,6.2,2,0.0,2,NA,55.5,0,NA,,5,,,NA,13.5,52.7,3031092,1498888800.0
CALGARY INT'L CS,51.109,-114.000,AB,18.3,0,NA,32.7,0,5.4,0,,,NA,67.7,0,NA,,8,,,NA,27.4,35.8,3031094,1498888800.0
CARDSTON,49.201,-113.286,AB,20.3,0,NA,35.0,0,4.0,0,,,NA,9.7,0,NA,,2,,,NA,13.2,83.1,3031322,1498888800.0
CARWAY,49.001,-113.376,AB,18.8,0,NA,33.7,0,3.7,0,,,NA,17.7,0,NA,,2,,,NA,24.7,50.2,3031402,1498888800.0
CHAMPION AGDM,50.282,-113.350,AB,19.1,0,NA,35.0,0,2.6,0,,,NA,17.1,0,NA,,2,,,NA,20.8,55.4,3031480,1498888800.0
CLARESHOLM,50.004,-113.639,AB,19.5,0,NA,36.1,0,3.2,0,,,NA,4.7,0,NA,,1,,,NA,17.4,62.4,3031640,1498888800.0
COP UPPER,51.076,-114.222,AB,18.8,0,NA,33.4,0,5.2,0,,,NA,31.0,5,NA,,3,,,NA,27.3,51.2,3031875,1498888800.0
ENCHANT AGDM,50.183,-112.433,AB,20.1,6,NA,36.2,6,5.4,0,,,NA,9.1,8,NA,,2,,,NA,9.0,61.9,3032422,1498888800.0
ETZIKOM AGCM,49.553,-111.054,AB,21.2,0,NA,36.3,0,2.7,0,,,NA,16.3,2,NA,,1,,,NA,10.6,111.2,3032450,1498888800.0
FINCASTLE AGDM,49.800,-112.033,AB,21.2,0,NA,37.1,0,5.9,0,,,NA,1.0,0,NA,,1,,,NA,6.2,104.3,3032550,1498888800.0
FOREMOST AGDM,49.483,-111.486,AB,20.9,4,NA,36.4,3,4.0,1,,,NA,5.0,5,NA,,1,,,NA,11.2,89.6,3032642,1498888800.0
FORT MACLEOD AGCM,49.786,-113.379,AB,20.0,0,NA,36.1,0,4.3,0,,,NA,2.8,19,NA,,0,,,NA,14.0,75.2,3032683,1498888800.0
GLEICHEN AGCM,50.934,-112.941,AB,18.3,0,NA,34.4,0,4.9,0,,,NA,56.8,0,NA,,5,,,NA,27.2,37.0,3032801,1498888800.0
GRASSY LAKE,49.874,-111.733,AB,21.4,1,NA,36.7,1,6.3,0,,,NA,3.7,1,NA,,2,,,NA,6.0,109.0,3032927,1498888800.0
IRON SPRINGS AGDM,49.900,-112.733,AB,19.6,7,NA,36.3,7,5.5,0,,,NA,1.9,11,NA,,0,,,NA,13.5,51.6,3033498,1498888800.0
IRVINE AGCM,49.989,-110.261,AB,22.2,0,NA,36.5,0,5.5,0,,,NA,30.6,0,NA,,2,,,NA,6.1,137.8,3033550,1498888800.0
LETHBRIDGE,49.630,-112.799,AB,20.4,7,NA,36.2,7,3.4,7,,,NA,7.3,7,NA,,2,,,NA,7.3,64.5,3033875,1498888800.0
LETHBRIDGE CDA,49.695,-112.768,AB,,,NA,,,,,,,NA,2.5,0,NA,0.0,1,,,NA,,,3033890,1498888800.0
LETHBRIDGE DEMO FARM AGDM,49.683,-112.750,AB,19.9,8,NA,35.5,7,6.1,1,,,NA,4.8,8,NA,,3,,,NA,11.5,55.0,3033897,1498888800.0
MEDICINE HAT,50.019,-110.721,AB,22.5,6,NA,36.4,6,6.5,5,,,NA,5.8,6,NA,,2,,,NA,2.6,116.3,3034479,1498888800.0
MEDICINE HAT RCS,50.025,-110.717,AB,22.5,0,NA,36.6,0,6.5,0,,,NA,16.8,0,NA,,2,,,NA,2.9,141.3,3034485,1498888800.0
MOSSLEIGH AGCM,50.673,-113.349,AB,18.1,0,NA,34.6,0,0.7,0,,,NA,49.7,0,NA,,6,,,NA,31.6,34.8,3034577,1498888800.0
NIER AGDM,51.369,-114.099,AB,15.6,10,NA,29.8,10,2.0,3,,,NA,43.0,10,NA,,3,,,NA,57.6,6.8,3034795,1498888800.0
PINCHER CREEK,49.521,-113.997,AB,18.6,1,NA,33.2,1,2.6,1,,,NA,24.6,2,NA,,2,,,NA,21.8,39.1,3035198,1498888800.0
PINCHER CREEK CLIMATE,49.522,-114.005,AB,18.7,0,NA,33.5,0,2.5,0,,,NA,20.2,0,NA,,1,,,NA,22.6,43.2,3035208,1498888800.0
QUEENSTOWN,50.606,-112.983,AB,18.8,0,1.0,34.5,0,3.0,0,0.0,0,NA,24.4,0,46.0,0.0,5,,,NA,24.2,50.3,3035340,1498888800.0
QUEENSTOWN,50.598,-112.803,AB,18.9,6,NA,34.8,6,4.2,5,,,NA,41.2,2,NA,,5,,,NA,23.5,45.1,3035342,1498888800.0
RAYMOND AGDM,49.483,-112.683,AB,20.1,4,NA,36.6,4,3.0,0,,,NA,5.3,5,NA,,2,,,NA,13.1,69.2,3035422,1498888800.0
ROLLING HILLS AGCM,50.265,-111.701,AB,20.9,0,NA,36.6,0,3.5,0,,,NA,10.5,0,NA,,3,,,NA,10.2,99.3,3035530,1498888800.0
ROSEMARY AGDM,50.833,-112.050,AB,19.4,0,NA,34.4,0,2.6,0,,,NA,70.3,1,NA,,5,,,NA,18.7,61.3,3035650,1498888800.0
SEVEN PERSONS AGDM,49.917,-110.917,AB,21.5,0,NA,36.3,0,4.6,0,,,NA,16.0,0,NA,,2,,,NA,8.6,116.3,3035845,1498888800.0
STANDARD AGCM,51.228,-112.982,AB,19.0,0,NA,34.1,0,5.4,0,,,NA,33.0,5,NA,,4,,,NA,22.0,52.0,3036086,1498888800.0
STAVELY AAFC,50.183,-113.883,AB,18.9,0,NA,31.4,0,4.7,0,,,NA,29.3,0,NA,,4,,,NA,25.6,54.3,3036099,1498888800.0
STRATHMORE AGDM,51.033,-113.283,AB,18.4,0,NA,32.5,0,5.6,0,,,NA,6.3,6,NA,,2,,,NA,27.9,39.1,3036205,1498888800.0
TABER,49.792,-112.124,AB,21.6,20,NA,37.0,13,7.5,14,0.0,13,NA,7.4,13,NA,0.0,3,,,NA,0.0,39.5,3036360,1498888800.0
TRAVERS AGCM,50.304,-112.863,AB,20.3,0,NA,34.8,0,5.1,0,,,NA,11.2,0,NA,,2,,,NA,10.7,82.2,3036500,1498888800.0
VAUXHALL CDA CS,50.050,-112.133,AB,20.8,0,NA,36.9,0,4.6,0,,,NA,19.3,0,NA,,1,,,NA,9.4,94.8,3036682,1498888800.0
WRENTHAM AGDM,49.500,-112.117,AB,20.9,15,NA,35.2,9,2.9,7,,,NA,6.2,16,NA,,1,,,NA,4.2,51.0,3037675,1498888800.0
OKOTOKS,50.729,-113.961,AB,19.9,0,2.9,35.0,0,5.0,0,0.0,0,NA,17.6,0,32.0,0.0,5,,,NA,12.6,70.8,303M9JM,1498888800.0
PICTURE BUTTE WEST,49.871,-112.788,AB,20.5,0,NA,36.5,0,5.5,0,0.0,0,NA,1.8,0,NA,0.0,1,,,NA,9.6,87.4,303N1G3,1498888800.0
DEL BONITA AGDM,49.050,-112.817,AB,19.1,3,NA,33.6,2,3.3,1,,,NA,8.4,3,NA,,1,,,NA,20.2,52.0,3042045,1498888800.0
MANYBERRIES AGCM,49.364,-110.678,AB,21.2,0,NA,36.2,0,3.0,0,,,NA,14.0,7,NA,,1,,,NA,11.7,109.4,3044203,1498888800.0
MASINASIN AGDM,49.137,-111.652,AB,21.5,6,NA,36.7,6,4.6,0,,,NA,9.1,7,NA,,2,,,NA,6.2,93.3,3044232,1498888800.0
MILK RIVER,49.133,-112.050,AB,20.8,0,NA,36.2,0,4.5,0,,,NA,41.3,0,NA,,1,,,NA,9.2,94.6,3044533,1498888800.0
ONEFOUR CDA,49.117,-110.467,AB,22.6,0,NA,36.9,0,5.7,0,,,NA,4.0,0,NA,,1,,,NA,3.7,147.4,3044923,1498888800.0
PAKOWKI LAKE AGCM,49.225,-111.126,AB,21.2,0,NA,36.3,0,4.4,0,,,NA,11.7,11,NA,,2,,,NA,7.8,107.1,3045000,1498888800.0
BANFF CS,51.193,-115.552,AB,16.2,0,NA,31.4,0,-1.0,0,,,NA,18.0,0,NA,,1,,,NA,68.7,11.5,3050519,1498888800.0
BEAVER MINES,49.468,-114.175,AB,17.8,0,NA,32.6,0,1.7,0,,,NA,20.1,0,NA,,1,,,NA,31.1,24.7,3050602,1498888800.0
BOW VALLEY,51.083,-115.067,AB,16.8,0,NA,35.0,0,-1.3,0,,,NA,38.8,0,NA,,4,,,NA,53.1,16.9,3050778,1498888800.0
CROWSNEST,49.628,-114.482,AB,16.5,0,NA,33.1,0,1.0,0,,,NA,16.0,0,NA,,2,,,NA,51.6,4.9,3051R4R,1498888800.0
JASPER WARDEN,52.926,-118.030,AB,16.7,0,NA,33.5,0,-0.7,0,,,NA,7.2,0,NA,,2,,,NA,48.5,6.8,3053536,1498888800.0
KANANASKIS,51.028,-115.035,AB,16.4,0,1.9,33.0,0,-0.5,0,0.0,0,NA,33.0,0,51.0,0.0,6,,,NA,63.0,13.0,3053600,1498888800.0
NORDEGG CS,52.492,-116.040,AB,15.0,0,NA,30.9,0,0.1,0,,,NA,,,NA,,,,,NA,96.9,5.4,3054843,1498888800.0
PEKISKO,50.368,-114.416,AB,16.2,4,NA,32.6,3,-0.4,1,,,NA,19.3,6,NA,,4,,,NA,60.0,11.1,3055119,1498888800.0
WATERTON PARK GATE,49.131,-113.809,AB,18.0,0,NA,33.6,0,1.0,0,,,NA,21.2,0,NA,,2,,,NA,28.5,29.4,3056214,1498888800.0
NAKISKA RIDGETOP,50.943,-115.190,AB,12.0,0,NA,21.9,0,2.0,0,,,NA,,,NA,,,,,NA,186.5,0.0,305MGFF,1498888800.0
ATHABASCA AGCM,54.635,-113.382,AB,17.5,2,NA,28.9,1,7.3,1,,,NA,161.2,2,NA,,8,,,NA,28.9,14.6,3060330,1498888800.0
ATMORE AGDM,54.782,-112.825,AB,15.8,2,NA,28.2,2,4.3,0,,,NA,221.4,2,NA,,14,,,NA,67.7,3.8,3060406,1498888800.0
BARRHEAD CS,54.095,-114.448,AB,17.1,7,NA,29.4,7,7.4,7,,,NA,124.4,1,NA,,8,,,NA,33.8,12.4,3060535,1498888800.0
BRULE BLACK CAT,53.350,-117.867,AB,16.3,8,2.0,30.0,7,2.5,4,0.0,4,NA,33.4,4,NA,0.0,5,,,NA,44.5,4.6,3060903,1498888800.0
CAMPSIE AUTO,54.131,-114.678,AB,16.7,8,NA,28.7,5,4.9,4,,,NA,106.4,9,NA,,4,,,NA,34.8,6.0,3061201,1498888800.0
DAPP AGDM,54.317,-113.950,AB,15.9,4,NA,27.2,4,3.5,1,,,NA,86.7,4,NA,,9,,,NA,61.4,3.4,3061975,1498888800.0
EDSON,53.579,-116.465,AB,16.6,7,NA,29.5,7,4.1,7,,,NA,43.1,8,NA,,9,,,NA,40.7,8.1,3062239,1498888800.0
EDSON CLIMATE,53.580,-116.453,AB,16.3,0,NA,28.9,0,1.7,0,,,NA,87.7,0,NA,,10,,,NA,62.9,10.9,3062246,1498888800.0
ENTWISTLE,53.600,-114.983,AB,17.7,13,1.3,31.0,13,7.0,13,0.0,13,NA,77.8,13,NA,0.0,11,,,NA,16.9,12.3,3062451,1498888800.0
EVANSBURG2 AGCM,53.614,-115.062,AB,15.9,0,NA,29.1,0,1.8,0,,,NA,76.5,0,NA,,11,,,NA,70.1,4.7,3062476,1498888800.0
FORT ASSINIBOINE AGCM,54.410,-114.769,AB,16.4,1,NA,27.3,1,4.7,0,,,NA,89.3,1,NA,,9,,,NA,54.4,5.7,3062660,1498888800.0
FORT MCMURRAY CS,56.651,-111.213,AB,18.7,0,NA,32.9,0,6.6,0,,,NA,22.3,0,NA,,7,,,NA,20.0,42.6,3062696,1498888800.0
FORT MCMURRAY A,56.653,-111.223,AB,18.9,7,NA,32.5,7,7.6,7,,,NA,23.0,8,NA,,7,,,NA,14.0,34.4,3062697,1498888800.0
HENDRICKSON CREEK,53.795,-118.447,AB,11.6,0,NA,28.1,0,-2.7,0,,,NA,65.8,0,NA,,12,,,NA,197.3,0.0,3063135,1498888800.0
HIGH PRAIRIE AGDM,55.396,-116.479,AB,15.9,0,NA,28.7,0,5.3,0,,,NA,82.0,0,NA,,12,,,NA,65.6,0.7,3063165,1498888800.0
ISLAND LAKE SOUTH,54.821,-113.543,AB,16.7,0,NA,28.3,0,6.7,0,,,NA,225.5,0,NA,,10,,,NA,48.0,7.7,3063600,1498888800.0
LAC LA BICHE CLIMATE,54.769,-112.024,AB,17.7,0,NA,29.0,0,8.1,0,,,NA,107.4,0,NA,,12,,,NA,28.0,17.7,3063686,1498888800.0
MILDRED LAKE,57.041,-111.559,AB,19.8,0,NA,32.0,0,8.6,0,,,NA,26.1,0,NA,,5,,,NA,11.5,67.0,3064528,1498888800.0
RICH LAKE AGDM,54.500,-111.700,AB,16.3,0,NA,28.3,0,4.9,0,,,NA,100.0,0,NA,,12,,,NA,58.7,5.6,3065475,1498888800.0
SLAVE LAKE,55.293,-114.777,AB,16.8,3,NA,28.4,3,5.9,3,,,NA,164.2,3,NA,,9,,,NA,42.1,7.5,3065995,1498888800.0
SLAVE LAKE RCS,55.293,-114.777,AB,16.4,0,NA,28.0,0,5.7,0,,,NA,169.4,0,NA,,10,,,NA,54.0,5.8,3065997,1498888800.0
TAWATINAW AGCM,54.300,-113.520,AB,17.3,4,NA,29.3,2,8.6,3,,,NA,120.1,5,NA,,8,,,NA,34.2,15.3,3066367,1498888800.0
WHITECOURT A,54.144,-115.787,AB,,,NA,27.7,2,,,,,NA,,,NA,,,,,NA,,,3067373,1498888800.0
WILLOW CREEK 1,53.386,-118.348,AB,13.6,5,NA,29.9,5,-3.3,1,,,NA,7.7,5,NA,,1,,,NA,114.0,0.0,306GE70,1498888800.0
BEAVERLODGE RCS,55.197,-119.396,AB,15.7,0,NA,28.1,0,4.7,0,,,NA,0.8,28,NA,,0,,,NA,75.0,4.8,3070600,1498888800.0
BROWNVALE AGCM,56.118,-117.886,AB,16.6,9,NA,28.6,6,4.9,5,,,NA,35.7,12,NA,,7,,,NA,37.9,6.4,3070800,1498888800.0
EAGLESHAM AGCM,55.808,-117.887,AB,16.5,0,NA,29.2,0,6.4,0,,,NA,51.4,0,NA,,9,,,NA,52.1,5.9,3072151,1498888800.0
EGG ISLAND,58.981,-110.439,AB,15.5,28,NA,20.2,27,9.1,25,,,NA,,,NA,,,,,NA,7.4,0.0,3072246,1498888800.0
FAIRVIEW AGDM,56.081,-118.439,AB,15.8,0,NA,28.7,0,4.4,0,,,NA,57.2,1,NA,,9,,,NA,72.2,5.4,3072525,1498888800.0
FORT CHIPEWYAN,58.767,-111.117,AB,18.4,8,NA,31.0,8,2.1,8,,,NA,32.1,8,NA,,6,,,NA,25.3,34.6,3072655,1498888800.0
FORT CHIPEWYAN RCS,58.767,-111.117,AB,18.4,0,NA,31.7,0,2.0,0,,,NA,48.8,0,NA,,8,,,NA,31.6,43.0,3072659,1498888800.0
FORT VERMILION,58.382,-116.040,AB,18.1,0,NA,31.0,0,3.9,0,,,NA,43.8,0,NA,,6,,,NA,26.7,30.9,3072723,1498888800.0
GRANDE PRAIRIE A,55.180,-118.885,AB,16.2,0,NA,29.2,0,4.3,0,0.0,0,NA,45.4,0,NA,,8,,,NA,60.5,5.8,3072921,1498888800.0
HAWK HILLS AGCM,57.265,-117.298,AB,16.9,0,NA,31.5,0,0.9,0,,,NA,18.4,0,NA,,6,,,NA,45.9,13.2,3073071,1498888800.0
HIGH LEVEL,58.622,-117.165,AB,17.0,6,NA,32.2,6,2.6,6,,,NA,44.7,6,NA,,9,,,NA,39.8,15.3,3073140,1498888800.0
HIGH LEVEL A,58.621,-117.165,AB,17.4,0,0.9,31.5,0,7.5,0,0.0,0,NA,56.6,0,85.0,0.0,10,,,NA,38.7,20.3,3073146,1498888800.0
JEAN COTE AGCM,55.913,-117.120,AB,16.3,0,NA,29.0,0,6.0,0,,,NA,52.8,0,NA,,10,,,NA,63.2,10.8,3073535,1498888800.0
LA CRETE AGCM,58.172,-116.343,AB,18.3,0,NA,32.2,0,5.5,0,,,NA,30.5,0,NA,,5,,,NA,24.9,33.5,3073730,1498888800.0
LA GLACE AGCM,55.422,-119.255,AB,15.1,0,NA,27.8,0,2.3,0,,,NA,38.7,0,NA,,9,,,NA,92.0,1.4,3073740,1498888800.0
MANNING AGDM,56.974,-117.451,AB,16.1,5,NA,29.3,5,1.5,1,,,NA,,,NA,,,,,NA,53.6,4.3,3074190,1498888800.0
CLEARDALE AGDM,56.314,-119.745,AB,15.4,4,NA,28.0,4,2.5,1,,,NA,39.5,4,NA,,11,,,NA,72.1,0.8,3074935,1498888800.0
PEACE RIVER A,56.227,-117.448,AB,16.5,0,NA,29.7,0,5.5,0,0.0,0,NA,28.0,0,NA,,7,,,NA,53.6,8.6,3075041,1498888800.0
PEORIA AGDM,55.621,-118.293,AB,15.7,10,NA,27.9,8,5.1,3,,,NA,53.7,10,NA,,7,,,NA,48.7,0.8,3075160,1498888800.0
RED EARTH,56.552,-115.278,AB,17.1,2,NA,28.9,2,2.8,0,,,NA,37.7,2,NA,,14,,,NA,42.3,15.2,3075488,1498888800.0
RYCROFT AGCM,55.777,-118.668,AB,16.4,5,NA,29.6,4,5.9,2,,,NA,33.0,6,NA,,6,,,NA,49.0,6.5,3075601,1498888800.0
